instance_id item_id item_category_list item_property_list item_brand_id item_city_id item_price_level item_sales_level item_collected_level item_pv_level user_id user_gender_id user_age_level user_occupation_id user_star_level context_id context_timestamp context_page_id predict_category_property shop_id shop_review_num_level shop_review_positive_rate shop_star_level shop_score_service shop_score_delivery shop_score_description is_trade
6499571365974135517 285660928590172217 7908382889764677758;8277336076276184272 2072967855524022579;5131280576272319091;2636395404473730413;9148482949976129397;7199361004668592209;4678095570925618478;2033679869864207699;3802510553218572927;1782439090818545916;820214312075361939;5320468090843686429;1134982063610307090;71803110314516845;1301076623647253687;3258780649701680217;514980552440578167;6411614163944830538;478060273908663971;1418324867218214039;6457208937217973355;4859870894564764703;6048265394477193459;5208530887565657358;2559145093180392146;8119922999783109966;90892965411648070;2935986643229018712;7125679806685817518;4998393090172019193;2653795394150816137;9132046213323956404;7004759496810158079;3674308596153344033;647428987512677251;793305798399120948;8560981779145170452;1364838863277739785;6402837117468309719;1556713051218509070;5905014002669999655;4774054090293502457;1723293555671106692;7527849185955020043;5767144546798382177;730203099166226972;8497879079912276476;7152599495073237509;615076485672811995;8382752466418861499;2296315626544640613 9057103201734987852 548352491538518780 8 9 8 13 6041712044514783312 0 1003 2005 3006 1138535512266486347 1537285390 4003 8277336076276184272:820214312075361939;509660095530134768:-1;5799347067982556520:938942550188415640,9148482949976129397;5755694407684602296:-1;3203673979138763595:-1;7908382889764677758:-1 4885989684392199728 15 0.9854271356783919 5012 0.9748783863950958 0.976862512363996 0.9692782281985368 0
2880717957514996136 285660928590172217 7908382889764677758;8277336076276184272 2072967855524022579;5131280576272319091;2636395404473730413;9148482949976129397;7199361004668592209;4678095570925618478;2033679869864207699;3802510553218572927;1782439090818545916;820214312075361939;5320468090843686429;1134982063610307090;71803110314516845;1301076623647253687;3258780649701680217;514980552440578167;6411614163944830538;478060273908663971;1418324867218214039;6457208937217973355;4859870894564764703;6048265394477193459;5208530887565657358;2559145093180392146;8119922999783109966;90892965411648070;2935986643229018712;7125679806685817518;4998393090172019193;2653795394150816137;9132046213323956404;7004759496810158079;3674308596153344033;647428987512677251;793305798399120948;8560981779145170452;1364838863277739785;6402837117468309719;1556713051218509070;5905014002669999655;4774054090293502457;1723293555671106692;7527849185955020043;5767144546798382177;730203099166226972;8497879079912276476;7152599495073237509;615076485672811995;8382752466418861499;2296315626544640613 9057103201734987852 548352491538518780 8 9 8 13 5527752154396335340 1 1003 2005 3003 1321094267098227649 1537263036 4001 2011981573061447208:7199361004668592209;8277336076276184272:7199361004668592209;5755694407684602296:-1;7908382889764677758:7199361004668592209;7447522129235776380:-1;8190716055759423915:-1 4885989684392199728 15 0.9854271356783919 5012 0.9748783863950958 0.976862512363996 0.9692782281985368 0
939825752961345523 5202355029344881809 7908382889764677758;5755694407684602296 2072967855524022579;5131280576272319091;2636395404473730413;6556896890082244813;3657871859501171040;9173428221474519642;2253152183208719552;357954758031852148;3765394546174375916;8808957892062587408;6621287826538724367;7271630337430743106;8247723580205204722;4564647423883133001;4224097012885011005;542901723744518864;4444792543859265070;1665611025031010859;1266232729783845119;7860359346697893790;549707957212148300;2662182412610098459;6261681079656394086;4803012262423035870;5465522059880368612;1530873973648683953;6503778418253407380;2917822884506250839;2827133331729755680;8271380363138018088;3971663145700298114;3796012835045751390;8724187982730364941;6324941039683947995;5275977934691214612;5119621442439839441;644460148686282775;7123215832059766729;4682240176839116979;537208717985470679;7015116144025242710;4103724031807790102;1267974281451797475;6222435412919027584;4150063881530790669;7205702158058893390 5520678735822176314 548352491538518780 8 9 10 16 9136135655015970865 0 1003 2002 3007 3293182224165193298 1537240361 4001 5799347067982556520:-1;509660095530134768:-1;7908382889764677758:-1 4885989684392199728 15 0.9854271356783919 5012 0.9748783863950958 0.976862512363996 0.9692782281985368 0
8802991093903959363 285660928590172217 7908382889764677758;8277336076276184272 2072967855524022579;5131280576272319091;2636395404473730413;9148482949976129397;7199361004668592209;4678095570925618478;2033679869864207699;3802510553218572927;1782439090818545916;820214312075361939;5320468090843686429;1134982063610307090;71803110314516845;1301076623647253687;3258780649701680217;514980552440578167;6411614163944830538;478060273908663971;1418324867218214039;6457208937217973355;4859870894564764703;6048265394477193459;5208530887565657358;2559145093180392146;8119922999783109966;90892965411648070;2935986643229018712;7125679806685817518;4998393090172019193;2653795394150816137;9132046213323956404;7004759496810158079;3674308596153344033;647428987512677251;793305798399120948;8560981779145170452;1364838863277739785;6402837117468309719;1556713051218509070;5905014002669999655;4774054090293502457;1723293555671106692;7527849185955020043;5767144546798382177;730203099166226972;8497879079912276476;7152599495073237509;615076485672811995;8382752466418861499;2296315626544640613 9057103201734987852 548352491538518780 8 9 8 13 1125352029162214778 1 1003 2005 3005 2923308860909436591 1537285082 4001 8277336076276184272:5131280576272319091,820214312075361939;5799347067982556520:5131280576272319091,9148482949976129397;7908382889764677758:5131280576272319091,820214312075361939,9148482949976129397 4885989684392199728 15 0.9854271356783919 5012 0.9748783863950958 0.976862512363996 0.9692782281985368 0
3368094606870610045 285660928590172217 7908382889764677758;8277336076276184272 2072967855524022579;5131280576272319091;2636395404473730413;9148482949976129397;7199361004668592209;4678095570925618478;2033679869864207699;3802510553218572927;1782439090818545916;820214312075361939;5320468090843686429;1134982063610307090;71803110314516845;1301076623647253687;3258780649701680217;514980552440578167;6411614163944830538;478060273908663971;1418324867218214039;6457208937217973355;4859870894564764703;6048265394477193459;5208530887565657358;2559145093180392146;8119922999783109966;90892965411648070;2935986643229018712;7125679806685817518;4998393090172019193;2653795394150816137;9132046213323956404;7004759496810158079;3674308596153344033;647428987512677251;793305798399120948;8560981779145170452;1364838863277739785;6402837117468309719;1556713051218509070;5905014002669999655;4774054090293502457;1723293555671106692;7527849185955020043;5767144546798382177;730203099166226972;8497879079912276476;7152599495073237509;615076485672811995;8382752466418861499;2296315626544640613 9057103201734987852 548352491538518780 8 9 8 13 3677962228574948324 0 1003 2002 3006 1568203150915810671 1537280484 4003 8277336076276184272:2636395404473730413,8778097678320011358;509660095530134768:-1;5799347067982556520:-1;7908382889764677758:-1 4885989684392199728 15 0.9854271356783919 5012 0.9748783863950958 0.976862512363996 0.9692782281985368 0
7972325483281584825 285660928590172217 7908382889764677758;8277336076276184272 2072967855524022579;5131280576272319091;2636395404473730413;9148482949976129397;7199361004668592209;4678095570925618478;2033679869864207699;3802510553218572927;1782439090818545916;820214312075361939;5320468090843686429;1134982063610307090;71803110314516845;1301076623647253687;3258780649701680217;514980552440578167;6411614163944830538;478060273908663971;1418324867218214039;6457208937217973355;4859870894564764703;6048265394477193459;5208530887565657358;2559145093180392146;8119922999783109966;90892965411648070;2935986643229018712;7125679806685817518;4998393090172019193;2653795394150816137;9132046213323956404;7004759496810158079;3674308596153344033;647428987512677251;793305798399120948;8560981779145170452;1364838863277739785;6402837117468309719;1556713051218509070;5905014002669999655;4774054090293502457;1723293555671106692;7527849185955020043;5767144546798382177;730203099166226972;8497879079912276476;7152599495073237509;615076485672811995;8382752466418861499;2296315626544640613 9057103201734987852 548352491538518780 8 9 8 13 5724091758094305190 0 1003 2005 3002 7612168924020353960 1537253096 4001 4879721024980945592:2636395404473730413,7199361004668592209;5799347067982556520:2636395404473730413;8658630417297894718:-1;2011981573061447208:2636395404473730413,7199361004668592209;8277336076276184272:2636395404473730413,7199361004668592209;8190716055759423915:2636395404473730413;7908382889764677758:2636395404473730413 4885989684392199728 15 0.9854271356783919 5012 0.9748783863950958 0.976862512363996 0.9692782281985368 1
8277925953313664420 285660928590172217 7908382889764677758;8277336076276184272 2072967855524022579;5131280576272319091;2636395404473730413;9148482949976129397;7199361004668592209;4678095570925618478;2033679869864207699;3802510553218572927;1782439090818545916;820214312075361939;5320468090843686429;1134982063610307090;71803110314516845;1301076623647253687;3258780649701680217;514980552440578167;6411614163944830538;478060273908663971;1418324867218214039;6457208937217973355;4859870894564764703;6048265394477193459;5208530887565657358;2559145093180392146;8119922999783109966;90892965411648070;2935986643229018712;7125679806685817518;4998393090172019193;2653795394150816137;9132046213323956404;7004759496810158079;3674308596153344033;647428987512677251;793305798399120948;8560981779145170452;1364838863277739785;6402837117468309719;1556713051218509070;5905014002669999655;4774054090293502457;1723293555671106692;7527849185955020043;5767144546798382177;730203099166226972;8497879079912276476;7152599495073237509;615076485672811995;8382752466418861499;2296315626544640613 9057103201734987852 548352491538518780 8 9 8 13 7039399708071640850 0 1004 2002 3006 6077456298556673177 1537202495 4001 8277336076276184272:8778097678320011358;509660095530134768:1013419034389836991;5799347067982556520:-1;7908382889764677758:-1 4885989684392199728 15 0.9854271356783919 5012 0.9748783863950958 0.976862512363996 0.9692782281985368 0
6534421086843299211 5202355029344881809 7908382889764677758;5755694407684602296 2072967855524022579;5131280576272319091;2636395404473730413;6556896890082244813;3657871859501171040;9173428221474519642;2253152183208719552;357954758031852148;3765394546174375916;8808957892062587408;6621287826538724367;7271630337430743106;8247723580205204722;4564647423883133001;4224097012885011005;542901723744518864;4444792543859265070;1665611025031010859;1266232729783845119;7860359346697893790;549707957212148300;2662182412610098459;6261681079656394086;4803012262423035870;5465522059880368612;1530873973648683953;6503778418253407380;2917822884506250839;2827133331729755680;8271380363138018088;3971663145700298114;3796012835045751390;8724187982730364941;6324941039683947995;5275977934691214612;5119621442439839441;644460148686282775;7123215832059766729;4682240176839116979;537208717985470679;7015116144025242710;4103724031807790102;1267974281451797475;6222435412919027584;4150063881530790669;7205702158058893390 5520678735822176314 548352491538518780 8 9 10 16 2336243288189250115 0 1005 2005 3007 4186010745541353720 1537265813 4001 5755694407684602296:-1;5799347067982556520:-1;7447522129235776380:-1;7908382889764677758:2253152183208719552;8190716055759423915:-1 4885989684392199728 15 0.9854271356783919 5012 0.9748783863950958 0.976862512363996 0.9692782281985368 0
3463502729031605090 5202355029344881809 7908382889764677758;5755694407684602296 2072967855524022579;5131280576272319091;2636395404473730413;6556896890082244813;3657871859501171040;9173428221474519642;2253152183208719552;357954758031852148;3765394546174375916;8808957892062587408;6621287826538724367;7271630337430743106;8247723580205204722;4564647423883133001;4224097012885011005;542901723744518864;4444792543859265070;1665611025031010859;1266232729783845119;7860359346697893790;549707957212148300;2662182412610098459;6261681079656394086;4803012262423035870;5465522059880368612;1530873973648683953;6503778418253407380;2917822884506250839;2827133331729755680;8271380363138018088;3971663145700298114;3796012835045751390;8724187982730364941;6324941039683947995;5275977934691214612;5119621442439839441;644460148686282775;7123215832059766729;4682240176839116979;537208717985470679;7015116144025242710;4103724031807790102;1267974281451797475;6222435412919027584;4150063881530790669;7205702158058893390 5520678735822176314 548352491538518780 8 9 10 16 5629863948218506765 0 1004 2005 3007 2114570907387457012 1537256335 4001 1760164811125093110:2253152183208719552,1700133266819299183;8257512457089702259:2253152183208719552,1700133266819299183,3292847841638807757;2648343924459474923:2253152183208719552,1700133266819299183;8896700187874717254:2253152183208719552;5755694407684602296:-1;6979794468202684995:2253152183208719552,2072967855524022579 4885989684392199728 15 0.9854271356783919 5012 0.9748783863950958 0.976862512363996 0.9692782281985368 0
8460619240681789215 285660928590172217 7908382889764677758;8277336076276184272 2072967855524022579;5131280576272319091;2636395404473730413;9148482949976129397;7199361004668592209;4678095570925618478;2033679869864207699;3802510553218572927;1782439090818545916;820214312075361939;5320468090843686429;1134982063610307090;71803110314516845;1301076623647253687;3258780649701680217;514980552440578167;6411614163944830538;478060273908663971;1418324867218214039;6457208937217973355;4859870894564764703;6048265394477193459;5208530887565657358;2559145093180392146;8119922999783109966;90892965411648070;2935986643229018712;7125679806685817518;4998393090172019193;2653795394150816137;9132046213323956404;7004759496810158079;3674308596153344033;647428987512677251;793305798399120948;8560981779145170452;1364838863277739785;6402837117468309719;1556713051218509070;5905014002669999655;4774054090293502457;1723293555671106692;7527849185955020043;5767144546798382177;730203099166226972;8497879079912276476;7152599495073237509;615076485672811995;8382752466418861499;2296315626544640613 9057103201734987852 548352491538518780 8 9 8 13 827042086894286790 0 1004 2002 3007 2706241160694606116 1537267960 4001 2011981573061447208:7199361004668592209;8277336076276184272:7199361004668592209;5755694407684602296:-1;7908382889764677758:7199361004668592209;7447522129235776380:-1;8190716055759423915:-1 4885989684392199728 15 0.9854271356783919 5012 0.9748783863950958 0.976862512363996 0.9692782281985368 0
5394134991759971072 285660928590172217 7908382889764677758;8277336076276184272 2072967855524022579;5131280576272319091;2636395404473730413;9148482949976129397;7199361004668592209;4678095570925618478;2033679869864207699;3802510553218572927;1782439090818545916;820214312075361939;5320468090843686429;1134982063610307090;71803110314516845;1301076623647253687;3258780649701680217;514980552440578167;6411614163944830538;478060273908663971;1418324867218214039;6457208937217973355;4859870894564764703;6048265394477193459;5208530887565657358;2559145093180392146;8119922999783109966;90892965411648070;2935986643229018712;7125679806685817518;4998393090172019193;2653795394150816137;9132046213323956404;7004759496810158079;3674308596153344033;647428987512677251;793305798399120948;8560981779145170452;1364838863277739785;6402837117468309719;1556713051218509070;5905014002669999655;4774054090293502457;1723293555671106692;7527849185955020043;5767144546798382177;730203099166226972;8497879079912276476;7152599495073237509;615076485672811995;8382752466418861499;2296315626544640613 9057103201734987852 548352491538518780 8 9 8 13 3324440602135810689 0 1004 2005 3003 2784562050073936754 1537278755 4001 8277336076276184272:820214312075361939;509660095530134768:-1;5799347067982556520:938942550188415640,9148482949976129397;5755694407684602296:-1;3203673979138763595:-1;7908382889764677758:-1 4885989684392199728 15 0.9854271356783919 5012 0.9748783863950958 0.976862512363996 0.9692782281985368 0
8100317749857990669 285660928590172217 7908382889764677758;8277336076276184272 2072967855524022579;5131280576272319091;2636395404473730413;9148482949976129397;7199361004668592209;4678095570925618478;2033679869864207699;3802510553218572927;1782439090818545916;820214312075361939;5320468090843686429;1134982063610307090;71803110314516845;1301076623647253687;3258780649701680217;514980552440578167;6411614163944830538;478060273908663971;1418324867218214039;6457208937217973355;4859870894564764703;6048265394477193459;5208530887565657358;2559145093180392146;8119922999783109966;90892965411648070;2935986643229018712;7125679806685817518;4998393090172019193;2653795394150816137;9132046213323956404;7004759496810158079;3674308596153344033;647428987512677251;793305798399120948;8560981779145170452;1364838863277739785;6402837117468309719;1556713051218509070;5905014002669999655;4774054090293502457;1723293555671106692;7527849185955020043;5767144546798382177;730203099166226972;8497879079912276476;7152599495073237509;615076485672811995;8382752466418861499;2296315626544640613 9057103201734987852 548352491538518780 8 9 8 13 1382659867445899368 0 1004 2002 3008 4957834265833679305 1537282521 4001 8277336076276184272:116615220158388148;7908382889764677758:116615220158388148,7848231705109835940,2612404686706819637 4885989684392199728 15 0.9854271356783919 5012 0.9748783863950958 0.976862512363996 0.9692782281985368 0
4876117478498068156 285660928590172217 7908382889764677758;8277336076276184272 2072967855524022579;5131280576272319091;2636395404473730413;9148482949976129397;7199361004668592209;4678095570925618478;2033679869864207699;3802510553218572927;1782439090818545916;820214312075361939;5320468090843686429;1134982063610307090;71803110314516845;1301076623647253687;3258780649701680217;514980552440578167;6411614163944830538;478060273908663971;1418324867218214039;6457208937217973355;4859870894564764703;6048265394477193459;5208530887565657358;2559145093180392146;8119922999783109966;90892965411648070;2935986643229018712;7125679806685817518;4998393090172019193;2653795394150816137;9132046213323956404;7004759496810158079;3674308596153344033;647428987512677251;793305798399120948;8560981779145170452;1364838863277739785;6402837117468309719;1556713051218509070;5905014002669999655;4774054090293502457;1723293555671106692;7527849185955020043;5767144546798382177;730203099166226972;8497879079912276476;7152599495073237509;615076485672811995;8382752466418861499;2296315626544640613 9057103201734987852 548352491538518780 8 9 8 13 1559176561816563595 0 1003 2005 3007 1994324784426625461 1537281674 4001 8277336076276184272:820214312075361939;5799347067982556520:938942550188415640,9148482949976129397,1013419034389836991;7908382889764677758:-1 4885989684392199728 15 0.9854271356783919 5012 0.9748783863950958 0.976862512363996 0.9692782281985368 0
7175346699535417471 5202355029344881809 7908382889764677758;5755694407684602296 2072967855524022579;5131280576272319091;2636395404473730413;6556896890082244813;3657871859501171040;9173428221474519642;2253152183208719552;357954758031852148;3765394546174375916;8808957892062587408;6621287826538724367;7271630337430743106;8247723580205204722;4564647423883133001;4224097012885011005;542901723744518864;4444792543859265070;1665611025031010859;1266232729783845119;7860359346697893790;549707957212148300;2662182412610098459;6261681079656394086;4803012262423035870;5465522059880368612;1530873973648683953;6503778418253407380;2917822884506250839;2827133331729755680;8271380363138018088;3971663145700298114;3796012835045751390;8724187982730364941;6324941039683947995;5275977934691214612;5119621442439839441;644460148686282775;7123215832059766729;4682240176839116979;537208717985470679;7015116144025242710;4103724031807790102;1267974281451797475;6222435412919027584;4150063881530790669;7205702158058893390 5520678735822176314 548352491538518780 8 9 10 16 4748790533338949132 0 1003 2002 3006 21078676648921244 1537277481 4001 5755694407684602296:-1;5799347067982556520:905375499369428629;8277336076276184272:-1;7908382889764677758:-1;2011981573061447208:-1;4879721024980945592:-1;7447522129235776380:-1;8190716055759423915:-1 4885989684392199728 15 0.9854271356783919 5012 0.9748783863950958 0.976862512363996 0.9692782281985368 0
1717647750027035965 5202355029344881809 7908382889764677758;5755694407684602296 2072967855524022579;5131280576272319091;2636395404473730413;6556896890082244813;3657871859501171040;9173428221474519642;2253152183208719552;357954758031852148;3765394546174375916;8808957892062587408;6621287826538724367;7271630337430743106;8247723580205204722;4564647423883133001;4224097012885011005;542901723744518864;4444792543859265070;1665611025031010859;1266232729783845119;7860359346697893790;549707957212148300;2662182412610098459;6261681079656394086;4803012262423035870;5465522059880368612;1530873973648683953;6503778418253407380;2917822884506250839;2827133331729755680;8271380363138018088;3971663145700298114;3796012835045751390;8724187982730364941;6324941039683947995;5275977934691214612;5119621442439839441;644460148686282775;7123215832059766729;4682240176839116979;537208717985470679;7015116144025242710;4103724031807790102;1267974281451797475;6222435412919027584;4150063881530790669;7205702158058893390 5520678735822176314 548352491538518780 8 9 10 16 1956175654065515458 0 1005 2002 3003 5339270571413316981 1537279275 4001 1760164811125093110:2253152183208719552,1700133266819299183;8257512457089702259:2253152183208719552,1700133266819299183,3292847841638807757;2648343924459474923:2253152183208719552,1700133266819299183;8896700187874717254:2253152183208719552;5755694407684602296:-1;6979794468202684995:2253152183208719552,2072967855524022579 4885989684392199728 15 0.9854271356783919 5012 0.9748783863950958 0.976862512363996 0.9692782281985368 0
3354341427042173935 5202355029344881809 7908382889764677758;5755694407684602296 2072967855524022579;5131280576272319091;2636395404473730413;6556896890082244813;3657871859501171040;9173428221474519642;2253152183208719552;357954758031852148;3765394546174375916;8808957892062587408;6621287826538724367;7271630337430743106;8247723580205204722;4564647423883133001;4224097012885011005;542901723744518864;4444792543859265070;1665611025031010859;1266232729783845119;7860359346697893790;549707957212148300;2662182412610098459;6261681079656394086;4803012262423035870;5465522059880368612;1530873973648683953;6503778418253407380;2917822884506250839;2827133331729755680;8271380363138018088;3971663145700298114;3796012835045751390;8724187982730364941;6324941039683947995;5275977934691214612;5119621442439839441;644460148686282775;7123215832059766729;4682240176839116979;537208717985470679;7015116144025242710;4103724031807790102;1267974281451797475;6222435412919027584;4150063881530790669;7205702158058893390 5520678735822176314 548352491538518780 8 9 10 16 5298620165522556606 0 1003 2002 3007 8745121827546601523 1537280954 4001 1760164811125093110:2253152183208719552,1700133266819299183;8257512457089702259:2253152183208719552,1700133266819299183,3292847841638807757;2648343924459474923:2253152183208719552,1700133266819299183;8896700187874717254:2253152183208719552;5755694407684602296:-1;6979794468202684995:2253152183208719552,2072967855524022579 4885989684392199728 15 0.9854271356783919 5012 0.9748783863950958 0.976862512363996 0.9692782281985368 0
